epoch,train_loss,train_acc,train_precision,train_recall,train_f1,train_dice,train_iou,test_loss,test_acc,test_precision,test_recall,test_f1,test_dice,test_iou,confusion_matrix
1,0.7425436506065698,,,,,,,0.8896984590424432,0.67,0.6758612930205512,0.7150008638626054,0.6716757575299506,,,"[[175,  66,   3,  10],
 [ 25, 130, 132,  19],
 [  1,   0, 139,   0],
 [ 22,  49,   3, 226]]"
2,0.6184956553264167,,,,,,,2.0336483655467865,0.515,0.7000718732712823,0.5663619253475669,0.4568656500730802,,,"[[ 42,   9,  10, 193],
 [  0,  35,  91, 180],
 [  0,   1, 138,   1],
 [  0,   0,   0, 300]]"
3,0.5513367913306331,,,,,,,1.3296109640172549,0.518,0.5562730471270239,0.5222570708073255,0.49133228176589694,,,"[[234,   6,   0,  14],
 [146,  56,  31,  73],
 [  1,  37,  59,  43],
 [127,   4,   0, 169]]"
4,0.5142904803775751,,,,,,,1.084883698277057,0.615,0.739476195010187,0.6542468404684708,0.603048412358267,,,"[[126,   6,   0, 122],
 [  3,  66,  73, 164],
 [  0,   2, 130,   8],
 [  7,   0,   0, 293]]"
5,0.4942493835767618,,,,,,,0.757404709619189,0.693,0.7118993065083921,0.7258148981377329,0.7104244129142325,,,"[[170,  83,   0,   1],
 [ 49, 187,  52,  18],
 [  1,   7, 132,   0],
 [ 40,  56,   0, 204]]"
6,0.43232832039697483,,,,,,,0.6754941547673846,0.777,0.791942220263957,0.7976947183072705,0.7685283625679091,,,"[[146,  86,   6,  16],
 [  0, 200,  81,  25],
 [  0,   2, 138,   0],
 [  0,   5,   2, 293]]"
7,0.3881498397158358,,,,,,,0.5832279258304172,0.807,0.8234359338039263,0.8236892079666512,0.8020810367061127,,,"[[143,  91,   1,  19],
 [  1, 228,  53,  24],
 [  0,   0, 140,   0],
 [  0,   4,   0, 296]]"
8,0.3655418865739728,,,,,,,0.4482748375998603,0.83,0.8232893972608453,0.8550734650815707,0.8237086045053839,,,"[[218,  29,   0,   7],
 [ 27, 173,  59,  47],
 [  0,   0, 140,   0],
 [  1,   0,   0, 299]]"
9,0.38114583009062486,,,,,,,0.4729939453185551,0.81,0.8120112975099428,0.8350246292742819,0.8208636749507692,,,"[[212,  38,   0,   4],
 [ 49, 208,  31,  18],
 [  0,   2, 138,   0],
 [  5,  43,   0, 252]]"
10,0.35416585763993735,,,,,,,0.5437470158887288,0.815,0.8109138065450172,0.8380596359278619,0.8117099114178149,,,"[[197,  56,   0,   1],
 [  8, 197,  80,  21],
 [  0,   1, 139,   0],
 [  2,  16,   0, 282]]"
11,0.3413094092434207,,,,,,,0.3575647414203674,0.865,0.863249203305913,0.8792378158612526,0.8647744055348796,,,"[[192,  57,   0,   5],
 [  8, 239,  39,  20],
 [  0,   0, 140,   0],
 [  1,   5,   0, 294]]"
12,0.3131126055654626,,,,,,,0.5196954367889298,0.839,0.8629926186202886,0.8435885587830932,0.8385425471697098,,,"[[152,  87,   0,  15],
 [  1, 259,  24,  22],
 [  0,   8, 132,   0],
 [  0,   4,   0, 296]]"
13,0.2895735829782943,,,,,,,0.4895354988319533,0.832,0.8369858437053537,0.8487972826926047,0.827571950621916,,,"[[171,  80,   0,   3],
 [  1, 225,  65,  15],
 [  0,   0, 140,   0],
 [  0,   4,   0, 296]]"
14,0.27558867647625007,,,,,,,0.3986916516035322,0.859,0.8632111432618826,0.8736160921061338,0.8597270026275661,,,"[[193,  41,   0,  20],
 [  4, 228,  36,  38],
 [  0,   1, 139,   0],
 [  0,   1,   0, 299]]"
15,0.23826194783083546,,,,,,,0.29715925455093384,0.887,0.8855264403946592,0.8977646176580869,0.8859871326963038,,,"[[201,  50,   0,   3],
 [  2, 252,  36,  16],
 [  0,   1, 139,   0],
 [  0,   5,   0, 295]]"
16,0.2371576286304873,,,,,,,0.2913790979082622,0.885,0.8868411578650394,0.8954125771043326,0.8854644992334006,,,"[[197,  53,   0,   4],
 [  2, 257,  32,  15],
 [  0,   1, 139,   0],
 [  0,   8,   0, 292]]"
17,0.20694443712028832,,,,,,,0.2601175676026041,0.909,0.9135427010923536,0.9141867193071455,0.9113514297582326,,,"[[209,  42,   0,   3],
 [  3, 268,  16,  19],
 [  0,   4, 136,   0],
 [  0,   4,   0, 296]]"
18,0.20664383135378933,,,,,,,0.3089627417780104,0.885,0.8774778616796203,0.8994899902218105,0.8811241176452986,,,"[[215,  32,   0,   7],
 [  4, 232,  48,  22],
 [  0,   0, 140,   0],
 [  0,   2,   0, 298]]"
19,0.2122784018897401,,,,,,,0.26901180143394166,0.899,0.9001965873943267,0.9080703147400693,0.900197824884596,,,"[[204,  47,   0,   3],
 [  3, 261,  25,  17],
 [  0,   1, 139,   0],
 [  0,   5,   0, 295]]"
20,0.20715188077939584,,,,,,,0.26360430958725156,0.903,0.9002286336417118,0.9110549416617041,0.9017583966022538,,,"[[208,  43,   0,   3],
 [  3, 261,  30,  12],
 [  0,   2, 138,   0],
 [  0,   4,   0, 296]]"
0,0,,,,,,,0,0.909,0.9135427010923536,0.9141867193071455,0.9113514297582326,0,0,
